thisN,thisTrialN,thisRepN,probe_size_dg,correct_key,illusion_response.keys,illusion_response.corr,illusion_response.rt,illusion_response.duration,key_resp.keys,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instruction_text.started,instruction_key.started,instructions.stopped,instructions_loop.instruction_key.keys,instructions_loop.instruction_key.rt,instructions_loop.instruction_key.duration,illusion.started,probe_disk.started,target_disk.started,outer_disk_12.started,outer_disk_3.started,outer_disk_6.started,outer_disk_9.started,outer_disk_130.started,outer_disk_430.started,outer_disk_730.started,outer_disk_1030.started,illusion_response.started,fixation_cross.started,illusion.stopped,trials.illusion_response.keys,trials.illusion_response.corr,trials.illusion_response.rt,trials.illusion_response.duration,iti.started,key_resp.started,key_resp.stopped,iti.stopped,trials.key_resp.keys,end.started,end_text.started,end_text.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
89,9,8,1.6,l,s,0,1.2262946999981068,None,None,,,,,8,9,89,5,143.65563560000737,,,,,,,,,143.63997600000584,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,143.65563560000737,144.8893883000128,s,0,1.2262946999981068,None,144.88942880000104,144.90563130000373,145.4055737000017,145.38912020000862,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
90,0,9,2.0,l,l,1,0.6606594999902882,None,None,,,,,9,0,90,9,145.4055737000017,,,,,,,,,145.38986860000296,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,145.4055737000017,146.07280100000207,l,1,0.6606594999902882,None,146.0728425999987,146.08891109999968,146.58901590001187,146.57249349998892,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
91,1,9,1.0,s,s,1,0.42184830000041984,None,None,,,,,9,1,91,0,146.58901590001187,,,,,,,,,146.57323370000813,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,146.58901590001187,147.02265480000642,s,1,0.42184830000041984,None,147.02269449998857,147.03889860000345,147.5389039000147,147.52251780001097,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
92,2,9,1.9,l,l,1,0.4952305000042543,None,None,,,,,9,2,92,8,147.5389039000147,,,,,,,,,147.5232793999894,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,147.5389039000147,148.03933980001602,l,1,0.4952305000042543,None,148.03937939999742,148.0556950000173,148.55563640000764,148.53916270000627,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
93,3,9,1.6,l,l,1,2.038257700012764,None,None,,,,,9,3,93,5,148.55563640000764,,,,,,,,,148.5399000000034,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,148.55563640000764,150.6062985000026,l,1,2.038257700012764,None,150.60634759999812,150.62223400000948,151.12228060001507,151.10590880000382,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
94,4,9,1.7,l,l,1,0.8964466000034008,None,None,,,,,9,4,94,6,151.12228060001507,,,,,,,,,151.10669350001263,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,151.12228060001507,152.02275040000677,l,1,0.8964466000034008,None,152.02279099999578,152.03886760000023,152.5389577000169,152.52252870000666,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
95,5,9,1.2,s,s,1,0.4557168999745045,None,None,,,,,9,5,95,2,152.5389577000169,,,,,,,,,152.52329989999998,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,152.5389577000169,153.0059763000172,s,1,0.4557168999745045,None,153.0060162000009,153.02225139999064,153.5222628999909,153.50576629998977,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
96,6,9,1.1,s,s,1,0.479725299985148,None,None,,,,,9,6,96,1,153.5222628999909,,,,,,,,,153.5065072000143,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,153.5222628999909,154.0061693000025,s,1,0.479725299985148,None,154.00621079999837,154.0222286999924,154.52235459999065,154.50595990000875,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
97,7,9,1.8,l,l,1,0.6633236999914516,None,None,,,,,9,7,97,7,154.52235459999065,,,,,,,,,154.50672140001552,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,154.52235459999065,155.18940900001326,l,1,0.6633236999914516,None,155.18944889999693,155.20550820001517,155.70560660000774,155.6890878000122,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
98,8,9,1.3,s,s,1,0.8401895000133663,None,None,,,,,9,8,98,3,155.70560660000774,,,,,,,,,155.68984979999368,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,155.70560660000774,156.55611599999247,s,1,0.8401895000133663,None,156.55615829999442,156.57217600001604,157.07226049999008,157.0557216000161,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
99,9,9,1.4,s,s,1,0.5142333999974653,None,None,,,,,9,9,99,4,157.07226049999008,,,,,,,,,157.05646369999158,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.07226049999008,157.58944070001598,s,1,0.5142333999974653,None,157.58948339999188,157.60565780001343,158.10555189999286,158.08905199999572,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.08912019999116,158.10555189999286,163.10546580000664,163.089192000014,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
